candidateId,value,universidad homologada
6306d6099fa239004bdf0fe1,Ceps Uni,CEPS UNI
6306d777594e18004af0ec53,Carlos Cueto Fernandini,CARLOS CUETO FERNANDINI
6306d777594e18004af0e78b,"Instituto De Educación Superior Privado “sabio Nacional Antúnez De
mayolo” Isam.","INSTITUTO DE EDUCACIÓN SUPERIOR PRIVADO SABIO NACIONAL ANTÚNEZ DE
MAYOLO ISAM"
6306d777594e18004af0e78b,Institución Educativa Pnp “santa Rosa De Lima 2001”,INSTITUCIÓN EDUCATIVA PNP SANTA ROSA DE LIMA 2001
6306d777594e18004af0edc7,Ifb Certus,IFB CERTUS
6306d777594e18004af0e851,Universidad Cesar Vallejo - Ucv,UNIVERSIDAD CÉSAR VALLEJO SAC
6306d6549fa239004bdf1402,Certus,CERTUS
6306d777594e18004af0e7fd,Universidad Privada Del Norte,UNIVERSIDAD PRIVADA DEL NORTE SAC
6306d7c0594e18004af0f21f,Uladech,ULADECH
6306feca29da5b0008a0b2b9,Tecnológica Del Perú,TECNOLÓGICA DEL PERÚ
6306d777594e18004af0eeb1,Certus,CERTUS
6306d8179fa239004bdf276d,Universidad Científica Del Sur - Ucsur,UNIVERSIDAD CIENTÍFICA DEL SUR SAC
6306d6549fa239004bdf14b6,Instituto Idat,INSTITUTO IDAT
6306d6549fa239004bdf14b6,Idat,IDAT
6306d777594e18004af0e701,Universidad Privada San Juan Bautista,UNIVERSIDAD PRIVADA SAN JUAN BAUTISTA SAC
6306d777594e18004af0e701,Inicial Primaria Y Secundaria,INICIAL PRIMARIA Y SECUNDARIA
6306d82b594e18004af0ff7d,Instituto Cimas,INSTITUTO CIMAS
6306d8179fa239004bdf2d2b,Instituto Cibertec,INSTITUTO CIBERTEC
6306d63d594e18004af0e20a,Certus,CERTUS
6306d777594e18004af0e75b,Certus,CERTUS
6306d8179fa239004bdf2ca1,Universidad Cesar Vallejo - Ucv,UNIVERSIDAD CÉSAR VALLEJO SAC
6306d777594e18004af0ecbf,Universidad Privada Del Norte,UNIVERSIDAD PRIVADA DEL NORTE SAC
6306d6549fa239004bdf171a,Universidad Cesar Vallejo,UNIVERSIDAD CÉSAR VALLEJO SAC
6306d777594e18004af0eb63,Instituto Sise,INSTITUTO SISE
6306d777594e18004af0eb63,Colegio Jesús Mi Redentor,COLEGIO JESÚS MI REDENTOR
6306d63c594e18004af0d952,Certus,CERTUS
6306d82b594e18004af0fc29,Instituto Superior Técnico Ifb Certus.,INSTITUTO SUPERIOR TÉCNICO IFB CERTUS
6306d8179fa239004bdf27b5,Universidad De San Martin De Porres,UNIVERSIDAD DE SAN MARTÍN DE PORRES
6306d6099fa239004bdf023d,Universidad Privada Del Norte - Upn,UNIVERSIDAD PRIVADA DEL NORTE SAC
6306d87c594e18004af107b3,Instituto Tecnologico Superior De Formacion Bancaria Ifb,INSTITUTO TECNOLOGICO SUPERIOR DE FORMACION BANCARIA IFB
6306d8179fa239004bdf2d5b,Universidad San Ignacio Del Oyola Usil,UNIVERSIDAD SAN IGNACIO DE LOYOLA SRL
6306d8179fa239004bdf2d5b,Instituto Superior Tecnologico Cibertec,INSTITUTO SUPERIOR TECNOLOGICO CIBERTEC
6306d82b594e18004af0fc35,Certus,CERTUS
6306d7629fa239004bdf221d,Idat,IDAT
6306d70e9fa239004bdf21b0,Universidad Peruana Los Andes,UNIVERSIDAD PERUANA LOS ANDES
6306d6549fa239004bdf15ee,Universidad Continental,UNIVERSIDAD CONTINENTAL SAC
6306d802594e18004af0f90a,Universidad Cesar Vallejo,UNIVERSIDAD CÉSAR VALLEJO SAC
630713761e599d0009d74a85,Instituto Argentina,INSTITUTO ARGENTINA
6306d777594e18004af0ef7d,Ifb Certus,IFB CERTUS
6306d777594e18004af0ef7d,Zegel Ipae,ZEGEL IPAE
63071404d7fa700008e855ca,Certus,CERTUS
6306d777594e18004af0ed73,Ie Tecnología Argentina,IE TECNOLOGÍA ARGENTINA
6306d777594e18004af0e79d,Universidad Tecnologica Del Peru,UNIVERSIDAD TECNOLÓGICA DEL PERÚ SAC
6306d777594e18004af0ea31,Zegel Ipae,ZEGEL IPAE
6306d777594e18004af0ea31,Idat,IDAT
6306d777594e18004af0ea31,Diego Thomson,DIEGO THOMSON
6306d6549fa239004bdf133c,Sise,SISE
6306d777594e18004af0e779,Certus,CERTUS
6306d853594e18004af1041c,Instituto De Formación Bancaria - Ifb,INSTITUTO DE FORMACIÓN BANCARIA  IFB
6306d63c594e18004af0d772,Universidad Tecnológica Del Perú,UNIVERSIDAD TECNOLÓGICA DEL PERÚ SAC
6306d8179fa239004bdf28f3,Universidad Privada Del Norte.,UNIVERSIDAD PRIVADA DEL NORTE SAC
6306d63d594e18004af0e21c,Universidad Cesar Vallejo,UNIVERSIDAD CÉSAR VALLEJO SAC
6306d63c594e18004af0d93a,Zegel Ipae,ZEGEL IPAE
6306d63c594e18004af0d93a,Idat,IDAT
6306d63c594e18004af0d93a,Trilce,TRILCE
6306d63c594e18004af0d93a,Ipae,IPAE
6306d63c594e18004af0d93a,Idat,IDAT
6306d6099fa239004bdf0435,Senati,SENATI
6306d802594e18004af0f958,Instituto Daniel Alcides Carrion,INSTITUTO DANIEL ALCIDES CARRION
6306d66b594e18004af0e271,Universidad De San Martin De Porres - Usmp,UNIVERSIDAD DE SAN MARTÍN DE PORRES
6306d777594e18004af0e92f,Universidad Peruana De Ciencias Aplicadas - Upc,UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS SAC
6306d6099fa239004bdf0f39,Sabio Nacional Antunez De Mayolo  Telesup,SABIO NACIONAL ANTUNEZ DE MAYOLO  TELESUP
6306d777594e18004af0eaaf,Universidad Privada Del Norte,UNIVERSIDAD PRIVADA DEL NORTE SAC
6306d777594e18004af0eaaf,Zegel Ipae,ZEGEL IPAE
6306d67e9fa239004bdf1a1b,Universidad Continental,UNIVERSIDAD CONTINENTAL SAC
6306d777594e18004af0e749,Universidad Privada Del Norte,UNIVERSIDAD PRIVADA DEL NORTE SAC
6306d777594e18004af0e749,Cibertec,CIBERTEC
6306d777594e18004af0ecd7,Idat,IDAT
6306d777594e18004af0e7f1,Universidad Nacional De Ingeniería,UNIVERSIDAD NACIONAL DE INGENIERÍA
630665b8594e18004af05131,Istp Computron,ISTP COMPUTRON
6306d63d594e18004af0de44,Instituto Tecsup,INSTITUTO TECSUP
6306d777594e18004af0e941,Instituto De Formación Bancaria - Ifb,INSTITUTO DE FORMACIÓN BANCARIA  IFB
6306d8699fa239004bdf3297,Usil,UNIVERSIDAD SAN IGNACIO DE LOYOLA SRL
6306d8699fa239004bdf3297,Isil,ISIL
6306d777594e18004af0e6f5,Abaco Piura,ABACO PIURA
630766d2d7fa700008e859d5,Fundación Pachacútec,FUNDACIÓN PACHACÚTEC
6306d777594e18004af0e9fb,Universidad Nacional Federico Villarreal,UNIVERSIDAD NACIONAL FEDERICO VILLARREAL
6306d802594e18004af0f60a,Universidad San Ignacio De Loyola - Usil,UNIVERSIDAD SAN IGNACIO DE LOYOLA SRL
6306d777594e18004af0e785,Universidad Peruana De Ciencias Aplicadas,UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS SAC
6306d777594e18004af0e785,Iestp Simón Bolívar,IESTP SIMÓN BOLÍVAR
6306d777594e18004af0e785,I.e.p. San Agustîn,IEP SAN AGUSTÎN
6306d6099fa239004bdf0cc3,Cepeban,CEPEBAN
6306d87c594e18004af10795,Certus,CERTUS
6306d777594e18004af0eddf,Isil,ISIL
6306d777594e18004af0f127,Certus,CERTUS
6306d777594e18004af0f127,Universidad Alas Peruanas - Uap,UNIVERSIDAD ALAS PERUANAS  UAP
6306d82b594e18004af0fd61,Universidad Tecnologica Del Peru,UNIVERSIDAD TECNOLÓGICA DEL PERÚ SAC
6306d82b594e18004af0fd61,Senati,SENATI
6306d6549fa239004bdf1204,Isil,ISIL
6306d777594e18004af0ed2b,Certus,CERTUS
6306d777594e18004af0ef65,Universidad Cesar Vallejo,UNIVERSIDAD CÉSAR VALLEJO SAC
6306d777594e18004af0ef65,Certus,CERTUS
6306d777594e18004af0ef65,Esther Festini De Ramos Ocampo,ESTHER FESTINI DE RAMOS OCAMPO
6306d777594e18004af0efb3,Senati,SENATI
6306d6099fa239004bdf0d29,Universidad Ricardo Palma,UNIVERSIDAD RICARDO PALMA
6306d6099fa239004bdf0d29,Universidad Tecnologica Equinoccial,UNIVERSIDAD TECNOLOGICA EQUINOCCIAL
6306d82b594e18004af0fd85,Universidad Católica Sedes Sapientiae,UNIVERSIDAD CATÓLICA SEDES SAPIENTIAE
630665bd9fa239004bde0b90,"Universidad Nacional ""pedro Ruíz Gallo""",UNIVERSIDAD NACIONAL DE TRUJILLO
6307767cd7fa700008e85b9b,Certus,CERTUS
6306d777594e18004af0ee6f,Universidad Privada Del Norte,UNIVERSIDAD PRIVADA DEL NORTE SAC
6306d8179fa239004bdf283f,Científica Del Sur,CIENTÍFICA DEL SUR
6306d802594e18004af0f8f8,Ipcna,IPCNA
6306d802594e18004af0f8f8,Zegel Ipae,ZEGEL IPAE
6306d6099fa239004bdf0def,Universidad Cesar Vallejo - Ucv,UNIVERSIDAD CÉSAR VALLEJO SAC
6306d777594e18004af0e8d5,Upn,UNIVERSIDAD PRIVADA DEL NORTE SAC
6306d6549fa239004bdf125e,Utp,UNIVERSIDAD TECNOLÓGICA DEL PERÚ SAC
6306d6549fa239004bdf125e,Instituto Sise,INSTITUTO SISE
6306d6549fa239004bdf125e,Instituto Eiger - Escuela Internacional De Gerencia,INSTITUTO EIGER  ESCUELA INTERNACIONAL DE GERENCIA
6306d6549fa239004bdf125e,Nicolas Copernico,NICOLAS COPERNICO
6306d6099fa239004bdf0915,Zegel Ipae,ZEGEL IPAE
6306d853594e18004af101ca,Universidad Esan,UNIVERSIDAD ESAN
6306d6dd9fa239004bdf2101,Universidad Inca Garcilaso De La Vega,UNIVERSIDAD INCA GARCILASO DE LA VEGA
6306d6dd9fa239004bdf2101,Universidad Inca Garcilaso De La Vega,UNIVERSIDAD INCA GARCILASO DE LA VEGA
6306d8179fa239004bdf2e9f,Administración De Negocios Internacionales,ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES
6306d8179fa239004bdf26a7,Instituto De Formación Bancaria - Ifb,INSTITUTO DE FORMACIÓN BANCARIA  IFB
6306d777594e18004af0ecf5,Instituto Argentina,INSTITUTO ARGENTINA
6306d802594e18004af0f9e2,Universidad César Vallejo,UNIVERSIDAD CÉSAR VALLEJO SAC
6306d6099fa239004bdf0267,Instituto De Formación Bancaria - Ifb,INSTITUTO DE FORMACIÓN BANCARIA  IFB
6306d6099fa239004bdf0267,Instituto Norbet Wiener,INSTITUTO NORBET WIENER
6306d777594e18004af0ed31,Certus,CERTUS
6306d82b594e18004af0fdcd,Idat,IDAT
6306d82b594e18004af0fdcd,I.e.p Bartolome Herrera,IEP BARTOLOME HERRERA
6306d87b594e18004af10561,Instituto De Formación Bancaria - Ifb,INSTITUTO DE FORMACIÓN BANCARIA  IFB
6306d87b594e18004af10561,Universidad Cesar Vallejo - Ucv,UNIVERSIDAD CÉSAR VALLEJO SAC
6306d777594e18004af0ed79,Universidad Cesar Vallejo,UNIVERSIDAD CÉSAR VALLEJO SAC
6306d777594e18004af0ed79,Istp Argentina,ISTP ARGENTINA
6306d802594e18004af0f502,Instituto Certus,INSTITUTO CERTUS
630783ae1e599d0009d7513e,Instituto San Ignacio De Loyola,INSTITUTO SAN IGNACIO DE LOYOLA
6306d8179fa239004bdf2b03,Certus,CERTUS
6306d7629fa239004bdf2217,Ifb Certus,IFB CERTUS
6306d6549fa239004bdf15be,Sise,SISE
6306d777594e18004af0ee69,Universidad Continental,UNIVERSIDAD CONTINENTAL SAC
6306d6099fa239004bdf080d,Cámara Nacional De Comercio Del Perú,CÁMARA NACIONAL DE COMERCIO DEL PERÚ
6306d6099fa239004bdf080d,Instituto Columbia,INSTITUTO COLUMBIA
6306d777594e18004af0e977,Universidad Cesar Vallejo,UNIVERSIDAD CÉSAR VALLEJO SAC
63078913e86a980008def6f0,Universidad Alas Peruanas,UNIVERSIDAD ALAS PERUANAS
6306d6099fa239004bdf0189,Universidad Tecnológica Del Perú,UNIVERSIDAD TECNOLÓGICA DEL PERÚ SAC
6306d853594e18004af10446,Universidad Nacional Federico Villareal,UNIVERSIDAD NACIONAL FEDERICO VILLARREAL
6306d777594e18004af0eeed,Certus,CERTUS
6306d7629fa239004bdf21e1,Instituto Privado Certus,INSTITUTO PRIVADO CERTUS
6306d63d594e18004af0db4a,Idat,IDAT
6306d63d594e18004af0db4a,Instituto De Formación Bancaria - Ifb,INSTITUTO DE FORMACIÓN BANCARIA  IFB
6306d802594e18004af0f98e,Universidad De San Martín De Porres,UNIVERSIDAD DE SAN MARTÍN DE PORRES
6306d777594e18004af0e8c3,Universidad Tecnologica Del Perú,UNIVERSIDAD TECNOLÓGICA DEL PERÚ SAC
6306d777594e18004af0ee0f,Universidad De San Martin De Porres - Usmp,UNIVERSIDAD DE SAN MARTÍN DE PORRES
6306d6099fa239004bdf0945,Universidad De San Martin De Porres - Usmp,UNIVERSIDAD DE SAN MARTÍN DE PORRES
6306d6099fa239004bdf0543,Certus,CERTUS
6306d6099fa239004bdf0543,Universidad Nacional Mayor De San Marcos,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS
6306d8179fa239004bdf27d9,Instituto San Ignacio De Loyola,INSTITUTO SAN IGNACIO DE LOYOLA
6306d777594e18004af0ebb7,Científica Del Sur,CIENTÍFICA DEL SUR
6306d63d594e18004af0def8,Utp,UNIVERSIDAD TECNOLÓGICA DEL PERÚ SAC
6306d63d594e18004af0def8,Ie Argentina,IE ARGENTINA
6306d777594e18004af0edb5,Intur Perú,INTUR PERÚ
6306d63d594e18004af0dce8,Universidad Peruana De Ciencias Aplicadas - Upc,UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS SAC
6306d63d594e18004af0dce8,Ifb Instituto De Formacion Bancaria,IFB INSTITUTO DE FORMACION BANCARIA
6306d63d594e18004af0dce8,Instituto Cesca,INSTITUTO CESCA
6306d6099fa239004bdf039f,Norbert Wienner,NORBERT WIENNER
6307923ce86a980008defa25,Universidad Peruana De Ciencias Aplicadas,UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS SAC
6306d777594e18004af0efbf,Instituto De Formación Bancaria - Ifb,INSTITUTO DE FORMACIÓN BANCARIA  IFB
6306d777594e18004af0efbf,Instituto Federico Villarreal,INSTITUTO FEDERICO VILLARREAL
6306d87b594e18004af10657,Untels,UNIVERSIDAD NACIONAL TECNOLÓGICA DE LIMA SUR
6306d777594e18004af0eca1,Instituto Cesca,INSTITUTO CESCA
6306d853594e18004af104e2,Universidad Tecnológica Del Perú,UNIVERSIDAD TECNOLÓGICA DEL PERÚ SAC
6306d8179fa239004bdf2887,Isil,ISIL
6306d6549fa239004bdf16a8,Instituto Superior Tecnologico  Publico Araoz Pinto,INSTITUTO SUPERIOR TECNOLOGICO  PUBLICO ARAOZ PINTO
6306d777594e18004af0eab5,Universidad Privada Del Norte,UNIVERSIDAD PRIVADA DEL NORTE SAC
6306d777594e18004af0f08b,Cesar Vallejo,CESAR VALLEJO
6306d777594e18004af0f08b,Cepeban,CEPEBAN
6306d8179fa239004bdf2c95,Ifb Certus,IFB CERTUS
6306d8179fa239004bdf2c95,Icpna,ICPNA
6306d6099fa239004bdf08af,Universidad Cesar Vallejo - Ucv,UNIVERSIDAD CÉSAR VALLEJO SAC
6306d852594e18004af10038,Universidad Tecnológica Del Perú,UNIVERSIDAD TECNOLÓGICA DEL PERÚ SAC
6306d852594e18004af10038,Istp Villa Maria,ISTP VILLA MARIA
6306d852594e18004af10038,Ie República De Bolivia,IE REPÚBLICA DE BOLIVIA
6306d802594e18004af0fb26,Universidad Peruana De Las Américas,UNIVERSIDAD PERUANA DE LAS AMÉRICAS
6306d853594e18004af1043a,Instituto De Formación Bancaria - Ifb,INSTITUTO DE FORMACIÓN BANCARIA  IFB
6306d63c594e18004af0d76c,Universidad Nacional De Educación Enrique Guzmán Y Valle  La Cantuta,UNIVERSIDAD NACIONAL DE EDUCACIÓN ENRIQUE GUZMÁN Y VALLE
6306d8699fa239004bdf3489,Universidad Privada Del Norte,UNIVERSIDAD PRIVADA DEL NORTE SAC
6306d777594e18004af0f09d,Senati,SENATI
6306d853594e18004af10176,Certus,CERTUS
6306d7c0594e18004af0f285,Universidad Privada Telesup,UNIVERSIDAD PRIVADA DEL NORTE SAC
6306d777594e18004af0e9cb,Universidad Privada Del Norte,UNIVERSIDAD PRIVADA DEL NORTE SAC
6306d777594e18004af0e9cb,Senati,SENATI
6306d6549fa239004bdf1270,Universidad Privada De Tacna - Upt,UNIVERSIDAD PRIVADA DE TACNA
6306d6549fa239004bdf1270,Neumann Business School,NEUMANN BUSINESS SCHOOL
6306d8179fa239004bdf2cb9,Universidad San Martin  De Porres,UNIVERSIDAD DE SAN MARTÍN DE PORRES
6306d802594e18004af0f59e,Certus,CERTUS
6306d777594e18004af0ee45,Universidad Privada Del Norte,UNIVERSIDAD PRIVADA DEL NORTE SAC
6306d6099fa239004bdf0b31,Universidad Privada Del Norte,UNIVERSIDAD PRIVADA DEL NORTE SAC
6306d6099fa239004bdf0b31,Instituto Cultural Peruano Norteamericano,INSTITUTO CULTURAL PERUANO NORTEAMERICANO
6306d777594e18004af0eff5,Universidad Nacional Federico Villarreal - Unfv,UNIVERSIDAD NACIONAL FEDERICO VILLARREAL
6306d6099fa239004bdf1023,Universidad Privada Del Norte,UNIVERSIDAD PRIVADA DEL NORTE SAC
6306d82b594e18004af0fc3b,Utp,UNIVERSIDAD TECNOLÓGICA DEL PERÚ SAC
6306d82b594e18004af0fc3b,Certus,CERTUS
6306d802594e18004af0f4a2,Certus,CERTUS
6306d8179fa239004bdf2c8f,Universidad San Ignacio De Loyola,UNIVERSIDAD SAN IGNACIO DE LOYOLA SRL
6306d8179fa239004bdf2c2f,Certus- Ifb,CERTUS IFB
6306d8179fa239004bdf2c2f,Certus-ifb,CERTUSIFB
6306d777594e18004af0f031,Universidad San Ignacion De Loyola,UNIVERSIDAD SAN IGNACIO DE LOYOLA SRL
6306d777594e18004af0f031,Nuestra Señora Del Carmen,NUESTRA SEÑORA DEL CARMEN
6306d82b594e18004af0ff65,Idat,IDAT
6306d8179fa239004bdf264d,Universidad Cesar Vallejo,UNIVERSIDAD CÉSAR VALLEJO SAC
6306d8699fa239004bdf3219,Instituto San Ignacio De Loyola,INSTITUTO SAN IGNACIO DE LOYOLA
6306d8699fa239004bdf3219,Universidad Peruana De Ciencias Aplicadas - Upc,UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS SAC
6306d8699fa239004bdf3219,Instituto San Ignacio De Loyola - Isil,INSTITUTO SAN IGNACIO DE LOYOLA  ISIL
6306d777594e18004af0ebff,Universidad Inca Garcilaso De La Vega,UNIVERSIDAD INCA GARCILASO DE LA VEGA
6306d6099fa239004bdf0c33,Istp Argentina,ISTP ARGENTINA
6306d853594e18004af1014c,Universidad Privada Del Norte,UNIVERSIDAD PRIVADA DEL NORTE SAC
6307af3029da5b0008a0d08f,Instituto De Formación Bancaria,INSTITUTO DE FORMACIÓN BANCARIA
6306d777594e18004af0eef3,Universidad De Ciencias Y Humanidades,ASOCIACIÓN CIVIL UNIVERSIDAD DE CIENCIAS Y HUMANIDADES
6306d67e9fa239004bdf1a0f,Lima,LIMA
6306d802594e18004af0f544,Instituto De Formación Bancaria - Ifb,INSTITUTO DE FORMACIÓN BANCARIA  IFB
6306d802594e18004af0f54a,Idat,IDAT
6306d802594e18004af0f54a,Universidad Privada Del Norte,UNIVERSIDAD PRIVADA DEL NORTE SAC
6306d802594e18004af0f54a,Ceps Uni,CEPS UNI
6306d802594e18004af0f6dc,Continental,CONTINENTAL
6306d777594e18004af0eb0f,Instituto Tecnológico Superior Tecsup,INSTITUTO TECNOLÓGICO SUPERIOR TECSUP
6306d777594e18004af0eb0f,Trilce,TRILCE
6306d6099fa239004bdf0885,Universidad Privada Del Norte,UNIVERSIDAD PRIVADA DEL NORTE SAC
6306d6099fa239004bdf0885,Instituto Discovery,INSTITUTO DISCOVERY
6306d6099fa239004bdf0885,I.e. Mariscal Andrés Avelino Cáceres,IE MARISCAL ANDRÉS AVELINO CÁCERES
6307b997e86a980008df1501,Instituto Columbia,INSTITUTO COLUMBIA
630665b8594e18004af04a24,Instituto Peruano De Negocios,INSTITUTO PERUANO DE NEGOCIOS
6306d87c594e18004af10867,Ifb (certus),IFB CERTUS
6307bd931e599d0009d76f1e,Administración Bancaria,ADMINISTRACIÓN BANCARIA
6306d67e9fa239004bdf1b5f,Universidad Continental,UNIVERSIDAD CONTINENTAL SAC
6306d67e9fa239004bdf1b5f,Instituto Continental,INSTITUTO CONTINENTAL
6306d802594e18004af0f6be,Universidad Privada Norbert Wiener,UNIVERSIDAD PRIVADA NORBERT WIENER SA
6306d802594e18004af0f6be,Universidad Nacional De Trujillo - Unt,UNIVERSIDAD NACIONAL DE TRUJILLO
6306d63c594e18004af0da6c,Universidad Tecnologica Del Peru,UNIVERSIDAD TECNOLÓGICA DEL PERÚ SAC
6306d6099fa239004bdf0bc7,Cibertec,CIBERTEC
6306d777594e18004af0ebbd,Universidad Privada Del Norte,UNIVERSIDAD PRIVADA DEL NORTE SAC
6306d87b594e18004af10723,Universidad Nacional Del Callao - Unac,UNIVERSIDAD NACIONAL DEL CALLAO
6306d6549fa239004bdf12be,Universidad Privada Del Norte,UNIVERSIDAD PRIVADA DEL NORTE SAC
6306d853594e18004af10134,Universidad Privada Del Norte - Upn,UNIVERSIDAD PRIVADA DEL NORTE SAC
6306d6549fa239004bdf182e,Ifb ( Certus ),IFB  CERTUS 
6306d777594e18004af0ef8f,Universidad Tecnológica Del Perú,UNIVERSIDAD TECNOLÓGICA DEL PERÚ SAC
6306d6549fa239004bdf162a,Ifb Certus,IFB CERTUS
6306d777594e18004af0e7cd,Universidad Tecnológica Del Perú,UNIVERSIDAD TECNOLÓGICA DEL PERÚ SAC
6306d777594e18004af0e7cd,Instituto De Educacion Superior Tecnologico Publico Argentina,INSTITUTO DE EDUCACION SUPERIOR TECNOLOGICO PUBLICO ARGENTINA
6306d777594e18004af0e70d,Instituto Isil,INSTITUTO ISIL
6306d777594e18004af0e70d,Upc,UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS SAC
6307cf52b92f4f0008bf8bb0,Ifb Certus,IFB CERTUS
6306d777594e18004af0eee1,"Lima, Los Olivos",LIMA LOS OLIVOS
6306d777594e18004af0eee1,Puente Piedra,PUENTE PIEDRA
6306d6dd9fa239004bdf1ecd,Icpna,ICPNA
6306d6dd9fa239004bdf1ecd,Utp,UNIVERSIDAD TECNOLÓGICA DEL PERÚ SAC
6306d6dd9fa239004bdf1ecd,Sise,SISE
6307d1fc1e599d0009d78382,Universidad San Ignacio De Loyola,UNIVERSIDAD SAN IGNACIO DE LOYOLA SRL
6307d1fc1e599d0009d78382,"Iei N° 34350 ""los Libertadores""",IEI N 34350 LOS LIBERTADORES
6306d79d594e18004af0f176,Instituto Columbia,INSTITUTO COLUMBIA
6306d8179fa239004bdf2839,6to Ciclo Instituto De Formación Bancaria - Ifb Certus,6TO CICLO INSTITUTO DE FORMACIÓN BANCARIA  IFB CERTUS
6306d6549fa239004bdf1894,Certus,CERTUS
6306d8179fa239004bdf2af1,Universidad Tecnológica Del Perú,UNIVERSIDAD TECNOLÓGICA DEL PERÚ SAC
6306d8699fa239004bdf33f3,Universidad Tecnológica Del Perú - Utp,UNIVERSIDAD TECNOLÓGICA DEL PERÚ SAC
6306d777594e18004af0ec83,Certus,CERTUS
6306d8699fa239004bdf3465,Zegel Ipae,ZEGEL IPAE
6306d777594e18004af0efad,Upn,UNIVERSIDAD PRIVADA DEL NORTE SAC
6306d6099fa239004bdf0423,Universidad Ricardo Palma,UNIVERSIDAD RICARDO PALMA
6306d8179fa239004bdf298f,Cedes,CEDES
6306d8179fa239004bdf298f,Instituto De Formación Bancaria - Ifb Certus,INSTITUTO DE FORMACIÓN BANCARIA  IFB CERTUS
6306d63d594e18004af0e0a2,Instituto De Formación Bancaria - Ifb,INSTITUTO DE FORMACIÓN BANCARIA  IFB
6306d852594e18004af0ff96,Julio Cesar Tello,JULIO CESAR TELLO
6306d777594e18004af0ea97,Instituto Certus,INSTITUTO CERTUS
6306d777594e18004af0ea97,Instituto Cepeban,INSTITUTO CEPEBAN
6306d63d594e18004af0dd06,Cibertec,CIBERTEC
6306d63d594e18004af0dd06,San Martín De Porres,SAN MARTÍN DE PORRES
6306d63d594e18004af0dd06,Gourmet Bar,GOURMET BAR
6306d777594e18004af0e827,Ucss,UNIVERSIDAD CATÓLICA SEDES SAPIENTIAE
6306d63c594e18004af0d91c,I.f.b Certus,IFB CERTUS
6306d82b594e18004af0fc11,Sise,SISE
6306d82b594e18004af0fc11,Senati,SENATI
6306d6099fa239004bdf0fb1,Universidad Nacional Federico Villarreal - Unfv,UNIVERSIDAD NACIONAL FEDERICO VILLARREAL
6306d777594e18004af0eb03,Instituto De Formación Bancaria - Ifb,INSTITUTO DE FORMACIÓN BANCARIA  IFB
6306d63c594e18004af0d8ce,Universidad Privada Del Norte,UNIVERSIDAD PRIVADA DEL NORTE SAC
6306d63c594e18004af0d8ce,Instituto De Formación Bancaria - Ifb,INSTITUTO DE FORMACIÓN BANCARIA  IFB
6306d777594e18004af0eb21,Certus,CERTUS
6306d777594e18004af0efe9,Certus,CERTUS
6306d802594e18004af0f46c,Universidad Privada Del Norte - Upn,UNIVERSIDAD PRIVADA DEL NORTE SAC
6306d802594e18004af0f46c,Icpna,ICPNA
6306d8699fa239004bdf3351,Universidad Nacional Federico Villareal - Unfv,UNIVERSIDAD NACIONAL FEDERICO VILLARREAL
6306d66b594e18004af0e373,Universidad Tecnológica Del Perú,UNIVERSIDAD TECNOLÓGICA DEL PERÚ SAC
6306d66b594e18004af0e373,Cepsuni,CEPSUNI
6306d8179fa239004bdf28cf,Toulouse-lautrec,TOULOUSELAUTREC
6306d8179fa239004bdf28cf,Iep María Auxiliadora,IEP MARÍA AUXILIADORA
630665bd9fa239004bde15c9,Manuel T. Garcia 3071,MANUEL T GARCIA 3071
6307f6e729da5b0008a0fde9,Ifb Certus,IFB CERTUS
6306d777594e18004af0f00d,Universidad Nacional De Educación Enrique Guzmán Y Valle,UNIVERSIDAD NACIONAL DE EDUCACIÓN ENRIQUE GUZMÁN Y VALLE
6306d777594e18004af0f00d,Icpna,ICPNA
6306d777594e18004af0e833,Instituto Idat,INSTITUTO IDAT
6306d802594e18004af0f52c,Sabio Antúnez De Mayolo,SABIO ANTÚNEZ DE MAYOLO
6306d63d594e18004af0de26,Universidad Peruana De Ciencias Aplicadas (upc),UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS SAC
6306d63d594e18004af0de26,Instituto De Formación Bancaria - Ifb,INSTITUTO DE FORMACIÓN BANCARIA  IFB
6306d802594e18004af0f592,Aurelio Miró Quesada,AURELIO MIRÓ QUESADA
6306d63d594e18004af0e1da,Universidad Católica Santo Toribio De Mogrovejo,UNIVERSIDAD CATÓLICA SANTO TORIBIO DE MOGROVEJO
6306d6dd9fa239004bdf1f75,Instituto De Altos Estudios Columbia,INSTITUTO DE ALTOS ESTUDIOS COLUMBIA
6306d87c594e18004af10765,Universidad Nacional Del Callao - Unac,UNIVERSIDAD NACIONAL DEL CALLAO
6306d777594e18004af0ef2f,Cepeban,CEPEBAN
630800e4d7fa700008e89d35,Universidad Privada Del Norte,UNIVERSIDAD PRIVADA DEL NORTE SAC
6306d777594e18004af0ee99,Certus,CERTUS
63081003e86a980008df8430,Universidad Tecnológica Del Perù,UNIVERSIDAD TECNOLÓGICA DEL PERÚ SAC
