candidateId,value,universidad homologada
630665b89fa239004bddca4e,Ies Público Simón Bolivar,IES PÚBLICO SIMÓN BOLIVAR
630665b89fa239004bddca55,Universidad Privada Del Norte,UNIVERSIDAD PRIVADA DEL NORTE SAC
630665b89fa239004bddca65,Cibertec,CIBERTEC
630665b89fa239004bddca6d,Universidad Alas Peruanas,UNIVERSIDAD ALAS PERUANAS
630665b89fa239004bddca75,Universidad De San Martin De Porres - Usmp,UNIVERSIDAD DE SAN MARTÍN DE PORRES
630665b89fa239004bddca80,Columbia,COLUMBIA
630665b89fa239004bddca87,Universidad San Luis Gonzaga,UNIVERSIDAD SAN LUIS GONZAGA
630665b89fa239004bddca8d,Universidad Cientifica Del Perú,UNIVERSIDAD CIENTÍFICA DEL SUR SAC
630665b89fa239004bddca94,Universidad Nacional Del Callao,UNIVERSIDAD NACIONAL DEL CALLAO
630665b89fa239004bddca9a,Instituto Sergio Bernales,INSTITUTO SERGIO BERNALES
630665b89fa239004bddcab2,Icpna,ICPNA
630665b89fa239004bddcab2,Certus,CERTUS
630665b89fa239004bddcab2,Senati,SENATI
630665b89fa239004bddcabb,Instituto De Emprendedores Usil,INSTITUTO DE EMPRENDEDORES USIL
630665b89fa239004bddcac2,Instituto Peruano De Administración De Empresas - Ipae,INSTITUTO PERUANO DE ADMINISTRACIÓN DE EMPRESAS  IPAE
630665b89fa239004bddcac8,Instituto Técnico Idat,INSTITUTO TÉCNICO IDAT
630665b89fa239004bddcac8,Universidad Nacional Federico Villarreal,UNIVERSIDAD NACIONAL FEDERICO VILLARREAL
630665b89fa239004bddcad0,Universidad Privada Del Norte - Unp,UNIVERSIDAD PRIVADA DEL NORTE SAC
630665b89fa239004bddcad0,Colegios Trilce,COLEGIOS TRILCE
630665b89fa239004bddcadc,Instituto Superior Sise,INSTITUTO SUPERIOR SISE
630665b89fa239004bddcae5,Universidad Cesar Vallejo,UNIVERSIDAD CÉSAR VALLEJO SAC
630665b89fa239004bddcaec,Universidad Privada San Juan Bautista,UNIVERSIDAD PRIVADA SAN JUAN BAUTISTA SAC
630665b89fa239004bddcaec,Instituto Superior Privado Cimas,INSTITUTO SUPERIOR PRIVADO CIMAS
630665b89fa239004bddcafb,Universidad Autónoma Del Perú - Ua,UNIVERSIDAD AUTÓNOMA DEL PERÚ SAC
630665b89fa239004bddcb03,Upn,UNIVERSIDAD PRIVADA DEL NORTE SAC
630665b89fa239004bddcb03,Cibertec,CIBERTEC
630665b89fa239004bddcb0d,Certus,CERTUS
630665b89fa239004bddcb14,Idat,IDAT
630665b89fa239004bddcb1b,San Ignacio  De Loyola,SAN IGNACIO  DE LOYOLA
630665b89fa239004bddcb26,Univesidad Jose Carlos Mareategui,UNIVESIDAD JOSE CARLOS MAREATEGUI
630665b89fa239004bddcb32,Universidad Cesar Vallejo,UNIVERSIDAD CÉSAR VALLEJO SAC
630665b89fa239004bddcb3d,Iestp Maria Rosario Araoz Pinto,IESTP MARIA ROSARIO ARAOZ PINTO
630665b89fa239004bddcb48,Senati,SENATI
630665b89fa239004bddcb54,Certus,CERTUS
630665b89fa239004bddcb5b,Upc,UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS SAC
630665b89fa239004bddcb5b,Icpna,ICPNA
630665b89fa239004bddcb65,Universidad Alas Peruanas,UNIVERSIDAD ALAS PERUANAS
630665b89fa239004bddcb6d,Instituto Superior Tecnologico Argentina,INSTITUTO SUPERIOR TECNOLOGICO ARGENTINA
630665b89fa239004bddcb73,Iestp Peru - Pacifico,IESTP PERU  PACIFICO
630665b89fa239004bddcb7c,Universidad Cesar Vallejo,UNIVERSIDAD CÉSAR VALLEJO SAC
630665b89fa239004bddcb83,Sise,SISE
630665b89fa239004bddcb8c,Universidad Privada Del Norte,UNIVERSIDAD PRIVADA DEL NORTE SAC
630665b89fa239004bddcb8c,Certus,CERTUS
630665b89fa239004bddcb96,Instituto De Formación Bancaria - Ifb,INSTITUTO DE FORMACIÓN BANCARIA  IFB
630665b89fa239004bddcb9f,Upn,UNIVERSIDAD PRIVADA DEL NORTE SAC
630665b89fa239004bddcb9f,Cepeban,CEPEBAN
630665b89fa239004bddcba7,Universidad San Ignacio De Loyola,UNIVERSIDAD SAN IGNACIO DE LOYOLA SRL
630665b89fa239004bddcbb6,Universidad Nacional De Educacion Enrique Guzman Y Valle Une,UNIVERSIDAD NACIONAL DE EDUCACIÓN ENRIQUE GUZMÁN Y VALLE
630665b89fa239004bddcbc1,Universidad Privada Del Norte,UNIVERSIDAD PRIVADA DEL NORTE SAC
630665b89fa239004bddcbc1,Cepeban,CEPEBAN
630665b89fa239004bddcbcb,Certus,CERTUS
630665b89fa239004bddcbd7,Cepeban,CEPEBAN
630665b89fa239004bddcbd7,John Dewey,JOHN DEWEY
630665b89fa239004bddcbde,Universidad Ricardo Palma,UNIVERSIDAD RICARDO PALMA
630665b89fa239004bddcbee,Instituto De Emprendedores Usil,INSTITUTO DE EMPRENDEDORES USIL
630665b89fa239004bddcbf4,Instituto Superior Fundación Pachacutec,INSTITUTO SUPERIOR FUNDACIÓN PACHACUTEC
630665b89fa239004bddcbfc,Instituto De Formación Bancaria - Ifb,INSTITUTO DE FORMACIÓN BANCARIA  IFB
630665b89fa239004bddcc04,Certus,CERTUS
630665b89fa239004bddcc10,Ifb Certus,IFB CERTUS
630665b89fa239004bddcc1a,Certus,CERTUS
630665b89fa239004bddcc27,Universidad Privada Norbert Wiener,UNIVERSIDAD PRIVADA NORBERT WIENER SA
630665b89fa239004bddcc2e,Universidad Peruana De Ciencias Aplicadas - Upc,UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS SAC
630665b89fa239004bddcc37,Idat,IDAT
630665b89fa239004bddcc3e,Idat,IDAT
630665b89fa239004bddcc48,I.e.s.t.p Perú Pacifico,IESTP PERÚ PACIFICO
630665b89fa239004bddcc4f,Certus,CERTUS
630665b89fa239004bddcc4f,Cibertec,CIBERTEC
630665b89fa239004bddcc63,Universidad César Vallejo,UNIVERSIDAD CÉSAR VALLEJO SAC
630665b89fa239004bddcc6c,Instituto San Ignacio De Loyola,INSTITUTO SAN IGNACIO DE LOYOLA
630665b89fa239004bddcc6c,Universidad San Martin De Porres,UNIVERSIDAD DE SAN MARTÍN DE PORRES
630665b89fa239004bddcc78,Iep Túpac Amaru,IEP TÚPAC AMARU
630665b89fa239004bddcc7f,Instituto Cibertec,INSTITUTO CIBERTEC
630665b89fa239004bddcc88,Universidad San Martín De Porres,UNIVERSIDAD DE SAN MARTÍN DE PORRES
630665b89fa239004bddcc92,Universidad Nacional De Cañete,UNIVERSIDAD NACIONAL DE CAÑETE
630665b89fa239004bddcc9e,Universidad Cesar Vallejo,UNIVERSIDAD CÉSAR VALLEJO SAC
630665b89fa239004bddcc9e,Adex,ADEX
630665b89fa239004bddcca8,Zegel Ipae,ZEGEL IPAE
630665b89fa239004bddccb1,Ifb Certus,IFB CERTUS
630665b89fa239004bddccc0,Instituto De Formación Bancaria Certus,INSTITUTO DE FORMACIÓN BANCARIA CERTUS
630665b89fa239004bddccc8,Zegel Ipae,ZEGEL IPAE
630665b89fa239004bddccd1,Cepeban,CEPEBAN
630665b89fa239004bddccdd,Certus,CERTUS
630665b89fa239004bddccdd,I.e N 0074 Fernando Belaúnde Terry,IE N 0074 FERNANDO BELAÚNDE TERRY
630665b89fa239004bddcced,Centro Bancario Del Peru,CENTRO BANCARIO DEL PERU
630665b89fa239004bddcced,Instituto Cesca,INSTITUTO CESCA
630665b89fa239004bddccfd,Certus,CERTUS
630665b89fa239004bddcd04,Certus,CERTUS
630665b89fa239004bddcd10,Certus,CERTUS
630665b89fa239004bddcd1a,El Britanico,EL BRITANICO
630665b89fa239004bddcd1a,Universidad Privada Del Norte,UNIVERSIDAD PRIVADA DEL NORTE SAC
630665b89fa239004bddcd23,Instituto De Formación Bancaria - Ifb,INSTITUTO DE FORMACIÓN BANCARIA  IFB
630665b89fa239004bddcd2d,Oscar Arteta Terzi,OSCAR ARTETA TERZI
630665b89fa239004bddcd34,Certus,CERTUS
630665b89fa239004bddcd3c,Universidad César Vallejo,UNIVERSIDAD CÉSAR VALLEJO SAC
630665b89fa239004bddcd43,Certus,CERTUS
630665b89fa239004bddcd4a,Iestp Maria Rosario Araoz Pinto,IESTP MARIA ROSARIO ARAOZ PINTO
630665b89fa239004bddcd51,Universidad Andina Del Cusco,UNIVERSIDAD ANDINA DEL CUSCO
630665b89fa239004bddcd51,Colegio San Francisco De Asis - Cusco,COLEGIO SAN FRANCISCO DE ASIS  CUSCO
630665b89fa239004bddcd5c,Cibertec,CIBERTEC
630665b89fa239004bddcd68,Instituto De Formación Bancaria - Ifb,INSTITUTO DE FORMACIÓN BANCARIA  IFB
630665b89fa239004bddcd70,Instituto Tecnológico Sise,INSTITUTO TECNOLÓGICO SISE
630665b89fa239004bddcd77,Universidad Cesar Vallejo,UNIVERSIDAD CÉSAR VALLEJO SAC
630665b89fa239004bddcd77,I.e.p Juan Pablo Peregrino,IEP JUAN PABLO PEREGRINO
630665b89fa239004bddcd7e,Universidad Privada Del Norte,UNIVERSIDAD PRIVADA DEL NORTE SAC
630665b89fa239004bddcd85,Telesup,TELESUP
630665b89fa239004bddcd8c,Sise,SISE
630665b89fa239004bddcd92,Senati,SENATI
630665b89fa239004bddcd98,Universidad César Vallejo,UNIVERSIDAD CÉSAR VALLEJO SAC
630665b89fa239004bddcd98,Cibertec,CIBERTEC
630665b89fa239004bddcda0,Instituto Financiero,INSTITUTO FINANCIERO
630665b89fa239004bddcda0,Universidad Nacional Del Altiplano,UNIVERSIDAD NACIONAL DEL ALTIPLANO
630665b89fa239004bddcda0,Universidad Nacional Del Altiplano,UNIVERSIDAD NACIONAL DEL ALTIPLANO
630665b89fa239004bddcdaa,Instituto Superior Tecnológico El Buen Pastor,INSTITUTO SUPERIOR TECNOLÓGICO EL BUEN PASTOR
630665b89fa239004bddcdb1,Ifb Certus,IFB CERTUS
630665b89fa239004bddcdbe,Universidad Tecnológica Del Perú,UNIVERSIDAD TECNOLÓGICA DEL PERÚ SAC
630665b89fa239004bddcdc5,Cibertec,CIBERTEC
630665b89fa239004bddcdc5,Ifb,IFB
630665b89fa239004bddcdd0,Universidad Privada Del Norte - Upn,UNIVERSIDAD PRIVADA DEL NORTE SAC
630665b89fa239004bddcdd8,Universidad Cesar Vallejo,UNIVERSIDAD CÉSAR VALLEJO SAC
630665b89fa239004bddcde0,Instituto De Administración De Empresas,INSTITUTO DE ADMINISTRACIÓN DE EMPRESAS
630665b89fa239004bddcde0,I. E. Augusto Salazar Bondy 2023,I E AUGUSTO SALAZAR BONDY 2023
630665b89fa239004bddcde8,Certus,CERTUS
630665b89fa239004bddcdf0,Certus,CERTUS
630665b89fa239004bddcdf8,Certus,CERTUS
630665b89fa239004bddce03,Sise Instituto,SISE INSTITUTO
630665b89fa239004bddce0a,Universidad Nacional Micaela Bastidas De Apurimac,UNIVERSIDAD NACIONAL MICAELA BASTIDAS DE APURÍMAC
630665b89fa239004bddce10,Unfv,UNIVERSIDAD NACIONAL FEDERICO VILLARREAL
630665b89fa239004bddce19,Universidad Privada Del Norte,UNIVERSIDAD PRIVADA DEL NORTE SAC
630665b89fa239004bddce23,Certus,CERTUS
630665b89fa239004bddce23,Certus,CERTUS
630665b89fa239004bddce2b,Computron,COMPUTRON
630665b89fa239004bddce34,Universidad Privada Del Norte,UNIVERSIDAD PRIVADA DEL NORTE SAC
630665b89fa239004bddce3d,Universidad Católica De Santa María,UNIVERSIDAD CATÓLICA DE SANTA MARÍA
630665b89fa239004bddce44,Cibertec,CIBERTEC
630665b89fa239004bddce4b,Isil,ISIL
630665b89fa239004bddce55,Sise,SISE
630665b89fa239004bddce62,Universidad De Lima,UNIVERSIDAD DE LIMA
630665b89fa239004bddce62,Asociación Cultural Peruano Británico,ASOCIACIÓN CULTURAL PERUANO BRITÁNICO
630665b89fa239004bddce69,Certus,CERTUS
630665b89fa239004bddce71,Universidad Privada Del Norte,UNIVERSIDAD PRIVADA DEL NORTE SAC
630665b89fa239004bddce78,Escuela Isil,ESCUELA ISIL
630665b89fa239004bddce78,Isil,ISIL
630665b89fa239004bddce82,Universidad Privada Del Norte,UNIVERSIDAD PRIVADA DEL NORTE SAC
630665b89fa239004bddce8a,Universidad Cesar Vallejo,UNIVERSIDAD CÉSAR VALLEJO SAC
630665b89fa239004bddce8a,Iestp Euroidiomas  Lits Lima,IESTP EUROIDIOMAS  LITS LIMA
630665b89fa239004bddce93,María De Los Ángeles Cimas,MARÍA DE LOS ÁNGELES CIMAS
630665b89fa239004bddce99,Certus,CERTUS
630665b89fa239004bddce99,República De Colombia,REPÚBLICA DE COLOMBIA
630665b89fa239004bddcea2,Certus,CERTUS
630665b89fa239004bddceaa,Universidad Privada Del Norte - Upn,UNIVERSIDAD PRIVADA DEL NORTE SAC
630665b89fa239004bddceb3,Instituto Superior De Formación Bancaria Certus,INSTITUTO SUPERIOR DE FORMACIÓN BANCARIA CERTUS
630665b89fa239004bddcec2,Universidad Cesar Vallejo,UNIVERSIDAD CÉSAR VALLEJO SAC
630665b89fa239004bddcec8,Instituto Sise,INSTITUTO SISE
630665b89fa239004bddcecf,Icpna,ICPNA
630665b89fa239004bddcecf,Zegel Ipae,ZEGEL IPAE
630665b89fa239004bddcede,Instituto De Formacion Bancaria,INSTITUTO DE FORMACION BANCARIA
630665b89fa239004bddcee7,Instituto De Educacion Superior Tecnologico Privado Idatur,INSTITUTO DE EDUCACION SUPERIOR TECNOLOGICO PRIVADO IDATUR
630665b89fa239004bddceef,Universidad Privada Del Norte,UNIVERSIDAD PRIVADA DEL NORTE SAC
630665b89fa239004bddcef6,Universidad José Carlos Mariategui,UNIVERSIDAD JOSÉ CARLOS MARIATEGUI
630665b89fa239004bddcef6,I.e.e. Daniel Becerra Ocampo,IEE DANIEL BECERRA OCAMPO
630665b89fa239004bddcf00,Universidad Cesar Vallejo - Ucv,UNIVERSIDAD CÉSAR VALLEJO SAC
630665b89fa239004bddcf08,Ifb Certus,IFB CERTUS
630665b89fa239004bddcf0e,Universidad Nacional Federico Villareal,UNIVERSIDAD NACIONAL FEDERICO VILLARREAL
630665b89fa239004bddcf16,Pucp,PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ
630665b89fa239004bddcf1e,Instituto Superior Sise,INSTITUTO SUPERIOR SISE
630665b89fa239004bddcf2c,Universidad Tecnológica Del Peru,UNIVERSIDAD TECNOLÓGICA DEL PERÚ SAC
630665b89fa239004bddcf32,Universidad Privada Del Norte,UNIVERSIDAD PRIVADA DEL NORTE SAC
630665b89fa239004bddcf32,Iep Jesús Divino Creador,IEP JESÚS DIVINO CREADOR
630665b89fa239004bddcf3a,Universidad Nacional Mayor De San Marcos,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS
630665b89fa239004bddcf40,Universidad Nacional Del Centro Del Perú,UNIVERSIDAD NACIONAL DEL CENTRO DEL PERÚ
630665b89fa239004bddcf4e,Certus,CERTUS
630665b89fa239004bddcf4e,Icpna,ICPNA
630665b89fa239004bddcf58,Zegel Ipae,ZEGEL IPAE
630665b89fa239004bddcf5e,Universidad Pivada Del Norte,UNIVERSIDAD PRIVADA DEL NORTE SAC
630665b89fa239004bddcf66,Universidad Roosevelt,UNIVERSIDAD ROOSEVELT
630665b89fa239004bddcf71,Certus,CERTUS
630665b89fa239004bddcf7e,Universidad Ricardo Palma,UNIVERSIDAD RICARDO PALMA
630665b89fa239004bddcf86,Ifb Certus,IFB CERTUS
630665b89fa239004bddcf8c,Ifb Certus,IFB CERTUS
630665b89fa239004bddcf95,Manuel Scorza Torres,MANUEL SCORZA TORRES
630665b89fa239004bddcfa5,Universidad Privada Del Norte,UNIVERSIDAD PRIVADA DEL NORTE SAC
630665b89fa239004bddcfab,Universidad Antonio Ruiz De Montoya,UNIVERSIDAD ANTONIO RUIZ DE MONTOYA
630665b89fa239004bddcfb1,Autónoma Del Perú,AUTÓNOMA DEL PERÚ
630665b89fa239004bddcfb8,Universidad Tecnológica Del Peru,UNIVERSIDAD TECNOLÓGICA DEL PERÚ SAC
630665b89fa239004bddcfbe,Instituto Superior Sise,INSTITUTO SUPERIOR SISE
630665b89fa239004bddcfc4,Certus,CERTUS
630665b89fa239004bddcfd1,Universidad San Pedro,UNIVERSIDAD ESAN
630665b89fa239004bddcfd7,Sise (independencia),SISE INDEPENDENCIA
630665b89fa239004bddcfde,Instituto De Formación Bancaria - Certus,INSTITUTO DE FORMACIÓN BANCARIA  CERTUS
630665b89fa239004bddcfe4,Senati,SENATI
630665b89fa239004bddcfe4,Certus,CERTUS
630665b89fa239004bddcfeb,Universidad Catolica Los Angeles De Chimbote,UNIVERSIDAD CATOLICA LOS ANGELES DE CHIMBOTE
630665b89fa239004bddcff2,Universidad San Martin De Porres,UNIVERSIDAD DE SAN MARTÍN DE PORRES
630665b89fa239004bddd001,Iestp Adolfo Vienrich,IESTP ADOLFO VIENRICH
630665b89fa239004bddd001,Coar - Pasco,COAR  PASCO
630665b89fa239004bddd008,Instituto Nacional Tecnologico Maria Rosario Araoz Pinto,INSTITUTO NACIONAL TECNOLOGICO MARIA ROSARIO ARAOZ PINTO
630665b89fa239004bddd00e,Universidad Nacional Mayor De San Marcos,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS
630665b89fa239004bddd01b,Universidad Tecnológica Del Perú - Utp,UNIVERSIDAD TECNOLÓGICA DEL PERÚ SAC
630665b89fa239004bddd024,Certus,CERTUS
630665b89fa239004bddd02b,Universidad Tecnologica Del Perú,UNIVERSIDAD TECNOLÓGICA DEL PERÚ SAC
630665b89fa239004bddd032,Universidad Alas Peruanas - Uap,UNIVERSIDAD ALAS PERUANAS  UAP
630665b89fa239004bddd03c,Sise,SISE
630665b89fa239004bddd03c,Unife,UNIVERSIDAD FEMENINA DEL SAGRADO CORAZÓN
630665b89fa239004bddd044,Utp,UNIVERSIDAD TECNOLÓGICA DEL PERÚ SAC
630665b89fa239004bddd04b,Universidad Cesar Vallejo,UNIVERSIDAD CÉSAR VALLEJO SAC
630665b89fa239004bddd052,Icpna,ICPNA
630665b89fa239004bddd058,I.s.t.p Santiago Antunez De Mayolo - Huancayo,ISTP SANTIAGO ANTUNEZ DE MAYOLO  HUANCAYO
630665b89fa239004bddd060,Certus,CERTUS
630665b89fa239004bddd068,Administracion Bancaria,ADMINISTRACION BANCARIA
630665b89fa239004bddd068,I.e Raul Porras Barrenechea,IE RAUL PORRAS BARRENECHEA
630665b89fa239004bddd074,Instituto Superior San Ignacio De Loyola (isil),INSTITUTO SUPERIOR SAN IGNACIO DE LOYOLA ISIL
630665b89fa239004bddd074,Javier Prado 07,JAVIER PRADO 07
630665b89fa239004bddd07d,Certus,CERTUS
630665b89fa239004bddd088,Universidad Tecnológica Del Perú,UNIVERSIDAD TECNOLÓGICA DEL PERÚ SAC
630665b89fa239004bddd08e,Instituto Santa Rosa,INSTITUTO SANTA ROSA
630665b89fa239004bddd094,Instituto De Formación Bancaria - Ifb,INSTITUTO DE FORMACIÓN BANCARIA  IFB
630665b89fa239004bddd09c,Utp,UNIVERSIDAD TECNOLÓGICA DEL PERÚ SAC
630665b89fa239004bddd09c,Instituto De Formación Bancaria Ifb,INSTITUTO DE FORMACIÓN BANCARIA IFB
630665b89fa239004bddd0a7,Instituto De Educación Superior Privado Certus,INSTITUTO DE EDUCACIÓN SUPERIOR PRIVADO CERTUS
630665b89fa239004bddd0b0,Universidad Tecnológica Del Perú,UNIVERSIDAD TECNOLÓGICA DEL PERÚ SAC
630665b89fa239004bddd0b7,Cibertec,CIBERTEC
630665b89fa239004bddd0bd,Adex,ADEX
630665b89fa239004bddd0c3,Instituto Zegel Ipae,INSTITUTO ZEGEL IPAE
630665b89fa239004bddd0c3,Universidad Nacional San Luis Gonzaga De Ica - Unica,UNIVERSIDAD NACIONAL SAN LUIS GONZAGA DE ICA
630665b89fa239004bddd0cc,Universidad De Lima,UNIVERSIDAD DE LIMA
630665b89fa239004bddd0d2,Universidad Peruana De Ciencias Aplicadas,UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS SAC
630665b89fa239004bddd0df,Universidad Nacional Del Callao,UNIVERSIDAD NACIONAL DEL CALLAO
630665b89fa239004bddd0e5,Instituto Sise,INSTITUTO SISE
630665b89fa239004bddd0ee,Instituto Certus,INSTITUTO CERTUS
630665b89fa239004bddd0f5,Ifb Certus,IFB CERTUS
630665b89fa239004bddd100,Ifbcertus,IFBCERTUS
630665b89fa239004bddd108,Idat,IDAT
630665b89fa239004bddd108,Certus,CERTUS
630665b89fa239004bddd110,Idat,IDAT
630665b89fa239004bddd116,Escuela Naval,ESCUELA NAVAL
630665b89fa239004bddd122,Columbia,COLUMBIA
630665b89fa239004bddd12d,Cepeban,CEPEBAN
630665b89fa239004bddd13d,Certus,CERTUS
630665b89fa239004bddd144,Cetro Aduatel,CETRO ADUATEL
630665b89fa239004bddd14b,Universidad Peruana De Ciencias Aplicadas,UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS SAC
630665b89fa239004bddd153,Universidad Privada Del Norte,UNIVERSIDAD PRIVADA DEL NORTE SAC
630665b89fa239004bddd15e,Universidad Privada Del Norte,UNIVERSIDAD PRIVADA DEL NORTE SAC
630665b89fa239004bddd15e,I.e Pnp Martin Esquicha Bernedo,IE PNP MARTIN ESQUICHA BERNEDO
630665b89fa239004bddd168,Ifb Certus,IFB CERTUS
630665b89fa239004bddd174,Universidad San Ignacio De Loyola - Usil,UNIVERSIDAD SAN IGNACIO DE LOYOLA SRL
630665b89fa239004bddd17e,Universidad Nacional San Luis Gonzaga De Ica - Unica,UNIVERSIDAD NACIONAL SAN LUIS GONZAGA DE ICA
630665b89fa239004bddd192,Universidad Cesar Vallejo,UNIVERSIDAD CÉSAR VALLEJO SAC
630665b89fa239004bddd192,Universidad Cesar Vallejo - Ucv,UNIVERSIDAD CÉSAR VALLEJO SAC
630665b89fa239004bddd192,Instituto De Formación Bancaria - Ifb,INSTITUTO DE FORMACIÓN BANCARIA  IFB
630665b89fa239004bddd192,Santa Magdalena Sofia,SANTA MAGDALENA SOFIA
630665b89fa239004bddd1a1,Autónoma Del Perú,AUTÓNOMA DEL PERÚ
630665b89fa239004bddd1a8,Universidad Tecnologica Del Perú,UNIVERSIDAD TECNOLÓGICA DEL PERÚ SAC
630665b89fa239004bddd1a8,Instituto Cultural Britanico,INSTITUTO CULTURAL BRITANICO
630665b89fa239004bddd1af,Universidad San Martín De Porres,UNIVERSIDAD DE SAN MARTÍN DE PORRES
630665b89fa239004bddd1b5,Universidad Nacional Mayor De San Marcos,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS
630665b89fa239004bddd1bd,Ifb Certus,IFB CERTUS
630665b89fa239004bddd1bd,Ifb Certus,IFB CERTUS
630665b89fa239004bddd1c6,Universidad Ricardo Palma,UNIVERSIDAD RICARDO PALMA
630665b89fa239004bddd1d2,Universidad San Ignacio De Loyola,UNIVERSIDAD SAN IGNACIO DE LOYOLA SRL
630665b89fa239004bddd1dc,Universidad Cesar Vallejo,UNIVERSIDAD CÉSAR VALLEJO SAC
630665b89fa239004bddd1e2,Instituto Certus,INSTITUTO CERTUS
630665b89fa239004bddd1e2,Instituto Sise,INSTITUTO SISE
630665b89fa239004bddd1e2,Sise,SISE
630665b89fa239004bddd1eb,Universidad Del Pacífico,UNIVERSIDAD DEL PACÍFICO
630665b89fa239004bddd1f8,Universidad Cesar Vallejo,UNIVERSIDAD CÉSAR VALLEJO SAC
630665b89fa239004bddd1ff,Universidad Nacional De San Agustín,UNIVERSIDAD NACIONAL DE SAN MARTÍN
630665b89fa239004bddd205,Universidad San Ignacio De Loyola,UNIVERSIDAD SAN IGNACIO DE LOYOLA SRL
630665b89fa239004bddd205,Instituto Robert Owen,INSTITUTO ROBERT OWEN
630665b89fa239004bddd20d,Certus,CERTUS
630665b89fa239004bddd216,Instituto Superior Sise,INSTITUTO SUPERIOR SISE
630665b89fa239004bddd21f,Sabio Antúnez De Mayolo,SABIO ANTÚNEZ DE MAYOLO
630665b89fa239004bddd225,Certus,CERTUS
630665b89fa239004bddd22c,Universidad Autónoma Del Perú - Ua,UNIVERSIDAD AUTÓNOMA DEL PERÚ SAC
630665b89fa239004bddd22c,Camara De Comercio,CAMARA DE COMERCIO
630665b89fa239004bddd233,Zegel Ipae,ZEGEL IPAE
630665b89fa239004bddd233,Unimaster,UNIMASTER
630665b89fa239004bddd23c,Cepeban,CEPEBAN
630665b89fa239004bddd244,Addis,ADDIS
630665b89fa239004bddd253,Universidad Autónoma Del Perú,UNIVERSIDAD AUTÓNOMA DEL PERÚ SAC
630665b89fa239004bddd25a,Universidad Privada Del Norte,UNIVERSIDAD PRIVADA DEL NORTE SAC
630665b89fa239004bddd260,Cesar Vallejo,CESAR VALLEJO
630665b89fa239004bddd260,Ifb Certus,IFB CERTUS
630665b89fa239004bddd268,Universidad Peruana Los Andes,UNIVERSIDAD PERUANA LOS ANDES
630665b89fa239004bddd270,Peru Francia,PERU FRANCIA
630665b89fa239004bddd283,Universidad Peruana De Ciencias Aplicadas - Upc,UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS SAC
630665b89fa239004bddd283,Innova Schools,INNOVA SCHOOLS
630665b89fa239004bddd28c,Certus,CERTUS
630665b89fa239004bddd293,Administración Bancaria Y Financiera,ADMINISTRACIÓN BANCARIA Y FINANCIERA
630665b89fa239004bddd29a,Sise,SISE
630665b89fa239004bddd2a6,Zegel Ipae,ZEGEL IPAE
630665b89fa239004bddd2a6,I.e.p Asunción De Maria,IEP ASUNCIÓN DE MARIA
630665b89fa239004bddd2b0,Unife,UNIVERSIDAD FEMENINA DEL SAGRADO CORAZÓN
630665b89fa239004bddd2b7,Adex,ADEX
630665b89fa239004bddd2b7,Universidad Privada Telesup,UNIVERSIDAD PRIVADA DEL NORTE SAC
630665b89fa239004bddd2c1,Certus,CERTUS
630665b89fa239004bddd2c8,Cs.economicas,CSECONOMICAS
630665b89fa239004bddd2cf,Antenor Orrego Espinoza,ANTENOR ORREGO ESPINOZA
630665b89fa239004bddd2d6,Certus,CERTUS
630665b89fa239004bddd2e2,Upc,UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS SAC
630665b89fa239004bddd2ea,Certus,CERTUS
630665b89fa239004bddd2f2,Pitagoras,PITAGORAS
630665b89fa239004bddd2fa,Senati,SENATI
630665b89fa239004bddd30b,Isil,ISIL
630665b89fa239004bddd30b,Peruano Británico,PERUANO BRITÁNICO
630665b89fa239004bddd316,Certus,CERTUS
630665b89fa239004bddd31d,Universidad De Extremadura- España,UNIVERSIDAD DE EXTREMADURA ESPAÑA
630665b89fa239004bddd31d,Ies Pérez Comendador- España,IES PÉREZ COMENDADOR ESPAÑA
630665b89fa239004bddd325,Universidad Cesar Vallejo,UNIVERSIDAD CÉSAR VALLEJO SAC
630665b89fa239004bddd332,Universidad Cesar Vallejo,UNIVERSIDAD CÉSAR VALLEJO SAC
630665b89fa239004bddd332,Británico,BRITÁNICO
630665b89fa239004bddd33a,Ifb Certus,IFB CERTUS
630665b89fa239004bddd33a,Poussin,POUSSIN
630665b89fa239004bddd343,Universidad Cesar Vallejo,UNIVERSIDAD CÉSAR VALLEJO SAC
630665b89fa239004bddd34c,Certus,CERTUS
630665b89fa239004bddd358,Universidad Cesar Vallejo,UNIVERSIDAD CÉSAR VALLEJO SAC
630665b89fa239004bddd35f,Upc,UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS SAC
630665b89fa239004bddd366,Universidad Tecnológica Del Peru,UNIVERSIDAD TECNOLÓGICA DEL PERÚ SAC
630665b89fa239004bddd371,Instituto San Ignacio De Loyola,INSTITUTO SAN IGNACIO DE LOYOLA
